Gravedad	Código	Descripción	Proyecto	Archivo	Línea	Estado suprimido	Detalles
Error (activo)	CS0117	'FacturaDTO' no contiene una definición para 'PorcentajeImpuesto'	API	C:\Users\UMA08\source\repos\Tuco\API\Controllers\FacturacionController.cs	420		
Error (activo)	CS0117	'FacturaDTO' no contiene una definición para 'MontoImpuesto'	API	C:\Users\UMA08\source\repos\Tuco\API\Controllers\FacturacionController.cs	353		
Error (activo)	CS0117	'FacturaDTO' no contiene una definición para 'MontoImpuesto'	API	C:\Users\UMA08\source\repos\Tuco\API\Controllers\FacturacionController.cs	421		
Error (activo)	CS0117	'FacturaDTO' no contiene una definición para 'IdentificacionCliente'	API	C:\Users\UMA08\source\repos\Tuco\API\Controllers\FacturacionController.cs	344		
Error (activo)	CS0117	'FacturaDTO' no contiene una definición para 'IdentificacionCliente'	API	C:\Users\UMA08\source\repos\Tuco\API\Controllers\FacturacionController.cs	412		
Error (activo)	CS0117	'FacturaDTO' no contiene una definición para 'FechaVencimiento'	API	C:\Users\UMA08\source\repos\Tuco\API\Controllers\FacturacionController.cs	349		
Error (activo)	CS0117	'FacturaDTO' no contiene una definición para 'FechaVencimiento'	API	C:\Users\UMA08\source\repos\Tuco\API\Controllers\FacturacionController.cs	417		
Error (activo)	CS0117	'FacturaDTO' no contiene una definición para 'DetallesFactura'	API	C:\Users\UMA08\source\repos\Tuco\API\Controllers\FacturacionController.cs	363		
Error (activo)	CS0117	'FacturaDTO' no contiene una definición para 'DetallesFactura'	API	C:\Users\UMA08\source\repos\Tuco\API\Controllers\FacturacionController.cs	431		
Error (activo)	CS0117	'FacturaDTO' no contiene una definición para 'DescuentoGeneral'	API	C:\Users\UMA08\source\repos\Tuco\API\Controllers\FacturacionController.cs	351		
Error (activo)	CS0117	'FacturaDTO' no contiene una definición para 'DescuentoGeneral'	API	C:\Users\UMA08\source\repos\Tuco\API\Controllers\FacturacionController.cs	419		
Error (activo)	CS1061	"IInventarioService" no contiene una definición para "ActualizarStockAsync" ni un método de extensión accesible "ActualizarStockAsync" que acepte un primer argumento del tipo "IInventarioService" (¿falta alguna directiva using o una referencia de ensamblado?)	GestionLlantera.Web	C:\Users\UMA08\source\repos\Tuco\GestionLlantera.Web\Controllers\FacturacionController.cs	55		
Error (activo)	CS1061	"FacturaDTO" no contiene una definición para "TotalCalculado" ni un método de extensión accesible "TotalCalculado" que acepte un primer argumento del tipo "FacturaDTO" (¿falta alguna directiva using o una referencia de ensamblado?)	API	C:\Users\UMA08\source\repos\Tuco\API\Controllers\FacturacionController.cs	225		
Error (activo)	CS1061	"FacturaDTO" no contiene una definición para "SubtotalConDescuento" ni un método de extensión accesible "SubtotalConDescuento" que acepte un primer argumento del tipo "FacturaDTO" (¿falta alguna directiva using o una referencia de ensamblado?)	API	C:\Users\UMA08\source\repos\Tuco\API\Controllers\FacturacionController.cs	221		
Error (activo)	CS1061	"FacturaDTO" no contiene una definición para "PorcentajeImpuesto" ni un método de extensión accesible "PorcentajeImpuesto" que acepte un primer argumento del tipo "FacturaDTO" (¿falta alguna directiva using o una referencia de ensamblado?)	API	C:\Users\UMA08\source\repos\Tuco\API\Controllers\FacturacionController.cs	223		
Error (activo)	CS1061	"FacturaDTO" no contiene una definición para "ImpuestoCalculado" ni un método de extensión accesible "ImpuestoCalculado" que acepte un primer argumento del tipo "FacturaDTO" (¿falta alguna directiva using o una referencia de ensamblado?)	API	C:\Users\UMA08\source\repos\Tuco\API\Controllers\FacturacionController.cs	224		
Error (activo)	CS1061	"FacturaDTO" no contiene una definición para "IdentificacionCliente" ni un método de extensión accesible "IdentificacionCliente" que acepte un primer argumento del tipo "FacturaDTO" (¿falta alguna directiva using o una referencia de ensamblado?)	API	C:\Users\UMA08\source\repos\Tuco\API\Controllers\FacturacionController.cs	215		
Error (activo)	CS1061	"FacturaDTO" no contiene una definición para "FechaVencimiento" ni un método de extensión accesible "FechaVencimiento" que acepte un primer argumento del tipo "FacturaDTO" (¿falta alguna directiva using o una referencia de ensamblado?)	API	C:\Users\UMA08\source\repos\Tuco\API\Controllers\FacturacionController.cs	220		
Error (activo)	CS1061	"FacturaDTO" no contiene una definición para "DetallesFactura" ni un método de extensión accesible "DetallesFactura" que acepte un primer argumento del tipo "FacturaDTO" (¿falta alguna directiva using o una referencia de ensamblado?)	API	C:\Users\UMA08\source\repos\Tuco\API\Controllers\FacturacionController.cs	196		
Error (activo)	CS1061	"FacturaDTO" no contiene una definición para "DetallesFactura" ni un método de extensión accesible "DetallesFactura" que acepte un primer argumento del tipo "FacturaDTO" (¿falta alguna directiva using o una referencia de ensamblado?)	API	C:\Users\UMA08\source\repos\Tuco\API\Controllers\FacturacionController.cs	203		
Error (activo)	CS1061	"FacturaDTO" no contiene una definición para "DetallesFactura" ni un método de extensión accesible "DetallesFactura" que acepte un primer argumento del tipo "FacturaDTO" (¿falta alguna directiva using o una referencia de ensamblado?)	API	C:\Users\UMA08\source\repos\Tuco\API\Controllers\FacturacionController.cs	238		
Error (activo)	CS1061	"FacturaDTO" no contiene una definición para "DescuentoGeneral" ni un método de extensión accesible "DescuentoGeneral" que acepte un primer argumento del tipo "FacturaDTO" (¿falta alguna directiva using o una referencia de ensamblado?)	API	C:\Users\UMA08\source\repos\Tuco\API\Controllers\FacturacionController.cs	222		
